TIME, UX_2, UY_3,Displacement,Deflection, FY_5, FY_6,Load
0.244825,-5.86E-03,7.45E-02,-5.86,74.50,-38601.2269,-37053.8585,75655.0854
0.245825,-5.84E-03,7.45E-02,-5.84,74.51,-38758.9007,-37205.2016,75964.1023
0.246825,-5.82E-03,7.45E-02,-5.82,74.52,-38916.5745,-37356.5448,76273.1193
0.247825,-5.80E-03,7.45E-02,-5.80,74.54,-39074.2484,-37507.8879,76582.1363
0.248825,-5.78E-03,7.46E-02,-5.78,74.55,-39231.9222,-37659.2311,76891.1533
0.249825,-5.76E-03,7.46E-02,-5.76,74.57,-39389.5961,-37810.5742,77200.1703
0.250825,-5.74E-03,7.46E-02,-5.74,74.58,-39547.27,-37961.9173,77509.1873
0.251825,-5.72E-03,7.46E-02,-5.72,74.60,-39704.9438,-38113.2604,77818.2042
0.252825,-5.70E-03,7.46E-02,-5.70,74.61,-39862.6177,-38264.6035,78127.2212
0.253825,-5.68E-03,7.46E-02,-5.68,74.62,-40020.2916,-38415.9466,78436.2382
0.254825,-5.66E-03,7.46E-02,-5.66,74.64,-40177.9655,-38567.2897,78745.2552
0.255825,-5.64E-03,7.47E-02,-5.64,74.65,-40335.6394,-38718.6328,79054.2722
0.256825,-5.62E-03,7.47E-02,-5.62,74.67,-40493.3133,-38869.9759,79363.2892
0.257825,-5.60E-03,7.47E-02,-5.60,74.68,-40650.9872,-39021.319,79672.3062
0.258825,-5.58E-03,7.47E-02,-5.58,74.69,-40808.6612,-39172.662,79981.3232
0.259825,-5.56E-03,7.47E-02,-5.56,74.71,-40966.3351,-39324.0051,80290.3402
0.260825,-5.54E-03,7.47E-02,-5.54,74.72,-41124.009,-39475.3482,80599.3572
0.261825,-5.51E-03,7.47E-02,-5.51,74.73,-41281.683,-39626.6912,80908.3742
0.262825,-5.49E-03,7.47E-02,-5.49,74.75,-41439.3569,-39778.0342,81217.3911
0.263825,-5.47E-03,7.48E-02,-5.47,74.76,-41597.0309,-39929.3773,81526.4082
0.264825,-5.45E-03,7.48E-02,-5.45,74.77,-41754.7049,-40080.7203,81835.4252
0.265825,-5.43E-03,7.48E-02,-5.43,74.79,-41912.3789,-40232.0633,82144.4422
0.266825,-5.41E-03,7.48E-02,-5.41,74.80,-42070.0528,-40383.4063,82453.4591
0.267825,-5.39E-03,7.48E-02,-5.39,74.81,-42227.7268,-40534.7493,82762.4761
0.268825,-5.37E-03,7.48E-02,-5.37,74.82,-42385.4008,-40686.0923,83071.4931
0.269825,-5.35E-03,7.48E-02,-5.35,74.84,-42543.0748,-40837.4353,83380.5101
0.270825,-5.33E-03,7.49E-02,-5.33,74.85,-42700.7488,-40988.7783,83689.5271
0.271825,-5.31E-03,7.49E-02,-5.31,74.86,-42858.4228,-41140.1213,83998.5441
0.272825,-5.29E-03,7.49E-02,-5.29,74.88,-43016.0969,-41291.4643,84307.5612
0.273825,-5.27E-03,7.49E-02,-5.27,74.89,-43173.7709,-41442.8072,84616.5781
0.274825,-5.25E-03,7.49E-02,-5.25,74.90,-43331.4449,-41594.1502,84925.5951
0.275825,-5.23E-03,7.49E-02,-5.23,74.91,-43489.119,-41745.4931,85234.6121
0.276825,-5.21E-03,7.49E-02,-5.21,74.93,-43646.793,-41896.8361,85543.6291
0.277825,-5.19E-03,7.49E-02,-5.19,74.94,-43804.4671,-42048.179,85852.6461
0.278825,-5.17E-03,7.50E-02,-5.17,74.95,-43962.1411,-42199.522,86161.6631
0.279825,-5.15E-03,7.50E-02,-5.15,74.96,-44119.8152,-42350.8649,86470.6801
0.280825,-5.13E-03,7.50E-02,-5.13,74.98,-44277.4892,-42502.2078,86779.697
0.281825,-5.11E-03,7.50E-02,-5.11,74.99,-44435.1633,-42653.5507,87088.714
0.282825,-5.09E-03,7.50E-02,-5.09,75.00,-44592.8374,-42804.8937,87397.7311
0.283825,-5.06E-03,7.50E-02,-5.06,75.01,-44750.5115,-42956.2366,87706.7481
0.284825,-5.04E-03,7.50E-02,-5.04,75.02,-44908.1856,-43107.5795,88015.7651
0.285825,-5.02E-03,7.50E-02,-5.02,75.04,-45065.8597,-43258.9224,88324.7821
0.286825,-5.00E-03,7.50E-02,-5.00,75.05,-45223.5338,-43410.2652,88633.799
0.287825,-4.98E-03,7.51E-02,-4.98,75.06,-45381.2079,-43561.6081,88942.816
0.288825,-4.96E-03,7.51E-02,-4.96,75.07,-45538.882,-43712.951,89251.833
0.289825,-4.94E-03,7.51E-02,-4.94,75.08,-45696.5561,-43864.2939,89560.85
0.290825,-4.92E-03,7.51E-02,-4.92,75.09,-45854.2302,-44015.6368,89869.867
0.291825,-4.90E-03,7.51E-02,-4.90,75.11,-46011.9044,-44166.9796,90178.884
0.292825,-4.88E-03,7.51E-02,-4.88,75.12,-46169.5785,-44318.3225,90487.901
0.293825,-4.86E-03,7.51E-02,-4.86,75.13,-46327.2526,-44469.6653,90796.9179
0.294825,-4.84E-03,7.51E-02,-4.84,75.14,-46484.9268,-44621.0082,91105.935
0.295825,-4.82E-03,7.52E-02,-4.82,75.15,-46642.6009,-44772.351,91414.9519
0.296825,-4.80E-03,7.52E-02,-4.80,75.16,-46800.2751,-44923.6939,91723.969
0.297825,-4.77E-03,7.52E-02,-4.77,75.18,-46957.9492,-45075.0367,92032.9859
0.298825,-4.75E-03,7.52E-02,-4.75,75.19,-47115.6234,-45226.3795,92342.0029
0.299825,-4.73E-03,7.52E-02,-4.73,75.20,-47273.2976,-45377.7223,92651.0199
0.300825,-4.71E-03,7.52E-02,-4.71,75.21,-47430.9717,-45529.0652,92960.0369
0.301825,-4.69E-03,7.52E-02,-4.69,75.22,-47588.6459,-45680.408,93269.0539
0.302825,-4.67E-03,7.52E-02,-4.67,75.23,-47746.3201,-45831.7508,93578.0709
0.303825,-4.65E-03,7.52E-02,-4.65,75.24,-47903.9943,-45983.0936,93887.0879
0.304825,-4.63E-03,7.53E-02,-4.63,75.25,-48061.6685,-46134.4364,94196.1049
0.305825,-4.61E-03,7.53E-02,-4.61,75.26,-48219.3427,-46285.7792,94505.1219
0.306825,-4.59E-03,7.53E-02,-4.59,75.28,-48377.0169,-46437.122,94814.1389
0.307825,-4.57E-03,7.53E-02,-4.57,75.29,-48534.6911,-46588.4648,95123.1559
0.308825,-4.54E-03,7.53E-02,-4.54,75.30,-48692.3653,-46739.8075,95432.1728
0.309825,-4.52E-03,7.53E-02,-4.52,75.31,-48850.0395,-46891.1503,95741.1898
0.310825,-4.50E-03,7.53E-02,-4.50,75.32,-49007.7138,-47042.4931,96050.2069
0.311825,-4.48E-03,7.53E-02,-4.48,75.33,-49165.388,-47193.8359,96359.2239
0.312825,-4.46E-03,7.53E-02,-4.46,75.34,-49323.0622,-47345.1786,96668.2408
0.313825,-4.44E-03,7.54E-02,-4.44,75.35,-49480.7364,-47496.5214,96977.2578
0.314825,-4.42E-03,7.54E-02,-4.42,75.36,-49638.4107,-47647.8641,97286.2748
0.315825,-4.40E-03,7.54E-02,-4.40,75.37,-49796.0849,-47799.2069,97595.2918
0.316825,-4.38E-03,7.54E-02,-4.38,75.38,-49953.7592,-47950.5496,97904.3088
0.317825,-4.36E-03,7.54E-02,-4.36,75.39,-50111.4334,-48101.8924,98213.3258
0.318825,-4.33E-03,7.54E-02,-4.33,75.40,-50269.1077,-48253.2351,98522.3428
0.319825,-4.31E-03,7.54E-02,-4.31,75.41,-50426.7819,-48404.5778,98831.3597
0.320825,-4.29E-03,7.54E-02,-4.29,75.42,-50584.4562,-48555.9206,99140.3768
0.321825,-4.27E-03,7.54E-02,-4.27,75.43,-50742.1305,-48707.2633,99449.3938
0.322825,-4.25E-03,7.54E-02,-4.25,75.45,-50899.8047,-48858.606,99758.4107
0.323825,-4.23E-03,7.55E-02,-4.23,75.46,-51057.479,-49009.9487,100067.4277
0.324825,-4.21E-03,7.55E-02,-4.21,75.47,-51215.1533,-49161.2915,100376.4448
0.325825,-4.19E-03,7.55E-02,-4.19,75.48,-51372.8276,-49312.6342,100685.4618
0.326825,-4.17E-03,7.55E-02,-4.17,75.49,-51530.5019,-49463.9769,100994.4788
0.327825,-4.14E-03,7.55E-02,-4.14,75.50,-51688.1762,-49615.3196,101303.4958
0.328825,-4.12E-03,7.55E-02,-4.12,75.51,-51845.8504,-49766.6623,101612.5127
0.329825,-4.10E-03,7.55E-02,-4.10,75.52,-52003.5247,-49918.005,101921.5297
0.330825,-4.08E-03,7.55E-02,-4.08,75.53,-52161.199,-50069.3477,102230.5467
0.331825,-4.06E-03,7.55E-02,-4.06,75.54,-52318.8734,-50220.6903,102539.5637
0.332825,-4.04E-03,7.55E-02,-4.04,75.55,-52476.5477,-50372.033,102848.5807
0.333825,-4.02E-03,7.56E-02,-4.02,75.56,-52634.222,-50523.3757,103157.5977
0.334825,-4.00E-03,7.56E-02,-4.00,75.57,-52791.8963,-50674.7184,103466.6147
0.335825,-3.97E-03,7.56E-02,-3.97,75.58,-52949.5706,-50826.0611,103775.6317
0.336825,-3.95E-03,7.56E-02,-3.95,75.59,-53107.2449,-50977.4037,104084.6486
0.337825,-3.93E-03,7.56E-02,-3.93,75.60,-53264.9193,-51128.7464,104393.6657
0.338825,-3.91E-03,7.56E-02,-3.91,75.60,-53422.5936,-51280.0891,104702.6827
0.339825,-3.89E-03,7.56E-02,-3.89,75.61,-53580.2679,-51431.4317,105011.6996
0.340825,-3.87E-03,7.56E-02,-3.87,75.62,-53737.9423,-51582.7744,105320.7167
0.341825,-3.85E-03,7.56E-02,-3.85,75.63,-53895.6166,-51734.117,105629.7336
0.342825,-3.83E-03,7.56E-02,-3.83,75.64,-54053.2909,-51885.4597,105938.7506
0.343825,-3.80E-03,7.57E-02,-3.80,75.65,-54210.9653,-52036.8023,106247.7676
0.344825,-3.78E-03,7.57E-02,-3.78,75.66,-54368.6396,-52188.145,106556.7846
0.345825,-3.76E-03,7.57E-02,-3.76,75.67,-54526.314,-52339.4876,106865.8016
0.346825,-3.74E-03,7.57E-02,-3.74,75.68,-54683.9884,-52490.8302,107174.8186
0.347825,-3.72E-03,7.57E-02,-3.72,75.69,-54841.6627,-52642.1729,107483.8356
0.348825,-3.70E-03,7.57E-02,-3.70,75.70,-54999.3371,-52793.5155,107792.8526
0.349825,-3.68E-03,7.57E-02,-3.68,75.71,-55157.0114,-52944.8581,108101.8695
0.350825,-3.65E-03,7.57E-02,-3.65,75.72,-55314.6858,-53096.2008,108410.8866
0.351825,-3.63E-03,7.57E-02,-3.63,75.73,-55472.3602,-53247.5434,108719.9036
0.352825,-3.61E-03,7.57E-02,-3.61,75.74,-55630.0346,-53398.886,109028.9206
0.353825,-3.59E-03,7.57E-02,-3.59,75.75,-55787.7089,-53550.2286,109337.9375
0.354825,-3.57E-03,7.58E-02,-3.57,75.76,-55945.3833,-53701.5712,109646.9545
0.355825,-3.55E-03,7.58E-02,-3.55,75.76,-56103.0577,-53852.9138,109955.9715
0.356825,-3.53E-03,7.58E-02,-3.53,75.77,-56260.7321,-54004.2564,110264.9885
0.357825,-3.50E-03,7.58E-02,-3.50,75.78,-56418.4065,-54155.599,110574.0055
0.358825,-3.48E-03,7.58E-02,-3.48,75.79,-56576.0809,-54306.9416,110883.0225
0.359825,-3.46E-03,7.58E-02,-3.46,75.80,-56733.7553,-54458.2842,111192.0395
0.360825,-3.44E-03,7.58E-02,-3.44,75.81,-56891.4297,-54609.6268,111501.0565
0.361825,-3.42E-03,7.58E-02,-3.42,75.82,-57049.1041,-54760.9694,111810.0735
0.362825,-3.40E-03,7.58E-02,-3.40,75.83,-57206.7785,-54912.312,112119.0905
0.363825,-3.38E-03,7.58E-02,-3.38,75.84,-57364.4529,-55063.6546,112428.1075
0.364825,-3.35E-03,7.58E-02,-3.35,75.85,-57522.1273,-55214.9972,112737.1245
0.365825,-3.33E-03,7.59E-02,-3.33,75.85,-57679.8017,-55366.3398,113046.1415
0.366825,-3.31E-03,7.59E-02,-3.31,75.86,-57837.4761,-55517.6823,113355.1584
0.367825,-3.29E-03,7.59E-02,-3.29,75.87,-57995.1505,-55669.0249,113664.1754
0.368825,-3.27E-03,7.59E-02,-3.27,75.88,-58152.8249,-55820.3675,113973.1924
0.369825,-3.25E-03,7.59E-02,-3.25,75.89,-58310.4994,-55971.7101,114282.2095
0.370825,-3.22E-03,7.59E-02,-3.22,75.90,-58468.1738,-56123.0526,114591.2264
0.371825,-3.20E-03,7.59E-02,-3.20,75.91,-58625.8482,-56274.3952,114900.2434
0.372825,-3.18E-03,7.59E-02,-3.18,75.92,-58783.5227,-56425.7378,115209.2605
0.373825,-3.16E-03,7.59E-02,-3.16,75.92,-58941.1971,-56577.0803,115518.2774
0.374825,-3.14E-03,7.59E-02,-3.14,75.93,-59098.8715,-56728.4229,115827.2944
0.375825,-3.12E-03,7.59E-02,-3.12,75.94,-59256.546,-56879.7654,116136.3114
0.376825,-3.09E-03,7.60E-02,-3.09,75.95,-59414.2204,-57031.108,116445.3284
0.377825,-3.07E-03,7.60E-02,-3.07,75.96,-59571.8948,-57182.4505,116754.3453
0.378825,-3.05E-03,7.60E-02,-3.05,75.97,-59729.5693,-57333.7931,117063.3624
0.379825,-3.03E-03,7.60E-02,-3.03,75.98,-59887.2437,-57485.1356,117372.3793
0.380825,-3.01E-03,7.60E-02,-3.01,75.98,-60044.9182,-57636.4782,117681.3964
0.381825,-2.99E-03,7.60E-02,-2.99,75.99,-60202.5926,-57787.8207,117990.4133
0.382825,-2.96E-03,7.60E-02,-2.96,76.00,-60360.2671,-57939.1633,118299.4304
0.383825,-2.94E-03,7.60E-02,-2.94,76.01,-60517.9415,-58090.5058,118608.4473
0.384825,-2.92E-03,7.60E-02,-2.92,76.02,-60675.616,-58241.8483,118917.4643
0.385825,-2.90E-03,7.60E-02,-2.90,76.03,-60833.2904,-58393.1909,119226.4813
0.386825,-2.88E-03,7.60E-02,-2.88,76.03,-60990.9649,-58544.5334,119535.4983
0.387825,-2.86E-03,7.60E-02,-2.86,76.04,-61148.6394,-58695.8759,119844.5153
0.388825,-2.83E-03,7.61E-02,-2.83,76.05,-61306.3138,-58847.2185,120153.5323
0.389825,-2.81E-03,7.61E-02,-2.81,76.06,-61463.9883,-58998.561,120462.5493
0.390825,-2.79E-03,7.61E-02,-2.79,76.07,-61621.6628,-59149.9035,120771.5663
0.391825,-2.77E-03,7.61E-02,-2.77,76.08,-61779.3372,-59301.246,121080.5832
0.392825,-2.75E-03,7.61E-02,-2.75,76.08,-61937.0117,-59452.5885,121389.6002
0.393825,-2.73E-03,7.61E-02,-2.73,76.09,-62094.6862,-59603.9311,121698.6173
0.394825,-2.70E-03,7.61E-02,-2.70,76.10,-62252.3607,-59755.2736,122007.6343
0.395825,-2.68E-03,7.61E-02,-2.68,76.11,-62410.0352,-59906.6161,122316.6513
0.396825,-2.66E-03,7.61E-02,-2.66,76.12,-62567.7096,-60057.9586,122625.6682
0.397825,-2.64E-03,7.61E-02,-2.64,76.12,-62725.3841,-60209.3011,122934.6852
0.398825,-2.62E-03,7.61E-02,-2.62,76.13,-62883.0586,-60360.6436,123243.7022
0.399825,-2.60E-03,7.61E-02,-2.60,76.14,-63040.7331,-60511.9861,123552.7192
0.400825,-2.57E-03,7.61E-02,-2.57,76.15,-63198.4076,-60663.3286,123861.7362
0.401825,-2.55E-03,7.62E-02,-2.55,76.16,-63356.0821,-60814.6711,124170.7532
0.402825,-2.53E-03,7.62E-02,-2.53,76.16,-63513.7566,-60966.0136,124479.7702
0.403825,-2.51E-03,7.62E-02,-2.51,76.17,-63671.4311,-61117.3561,124788.7872
0.404825,-2.49E-03,7.62E-02,-2.49,76.18,-63829.1055,-61268.6986,125097.8041
0.405825,-2.46E-03,7.62E-02,-2.46,76.19,-63986.78,-61420.0411,125406.8211
0.406825,-2.44E-03,7.62E-02,-2.44,76.20,-64144.4545,-61571.3836,125715.8381
0.407825,-2.42E-03,7.62E-02,-2.42,76.20,-64302.129,-61722.7261,126024.8551
0.408825,-2.40E-03,7.62E-02,-2.40,76.21,-64459.8035,-61874.0686,126333.8721
0.409825,-2.38E-03,7.62E-02,-2.38,76.22,-64617.478,-62025.4111,126642.8891
0.410825,-2.35E-03,7.62E-02,-2.35,76.23,-64775.1526,-62176.7536,126951.9062
0.411825,-2.33E-03,7.62E-02,-2.33,76.24,-64932.8271,-62328.0961,127260.9232
0.412825,-2.31E-03,7.62E-02,-2.31,76.24,-65090.5016,-62479.4386,127569.9402
0.413825,-2.29E-03,7.63E-02,-2.29,76.25,-65248.1761,-62630.781,127878.9571
0.414825,-2.27E-03,7.63E-02,-2.27,76.26,-65405.8506,-62782.1235,128187.9741
0.415825,-2.25E-03,7.63E-02,-2.25,76.27,-65563.5251,-62933.466,128496.9911
0.416825,-2.22E-03,7.63E-02,-2.22,76.27,-65721.1996,-63084.8085,128806.0081
0.417825,-2.20E-03,7.63E-02,-2.20,76.28,-65878.8741,-63236.151,129115.0251
0.418825,-2.18E-03,7.63E-02,-2.18,76.29,-66036.5486,-63387.4934,129424.042
0.419825,-2.16E-03,7.63E-02,-2.16,76.30,-66194.2232,-63538.8359,129733.0591
0.420825,-2.14E-03,7.63E-02,-2.14,76.30,-66351.8977,-63690.1784,130042.0761
0.421825,-2.11E-03,7.63E-02,-2.11,76.31,-66509.5722,-63841.5209,130351.0931
0.422825,-2.09E-03,7.63E-02,-2.09,76.32,-66667.2467,-63992.8633,130660.11
0.423825,-2.07E-03,7.63E-02,-2.07,76.33,-66824.9213,-64144.2058,130969.1271
0.424825,-2.05E-03,7.63E-02,-2.05,76.33,-66982.5958,-64295.5483,131278.1441
0.425825,-2.03E-03,7.63E-02,-2.03,76.34,-67140.2703,-64446.8907,131587.161
0.426825,-2.00E-03,7.63E-02,-2.00,76.35,-67297.9448,-64598.2332,131896.178
0.427825,-1.98E-03,7.64E-02,-1.98,76.36,-67455.6194,-64749.5757,132205.1951
0.428825,-1.96E-03,7.64E-02,-1.96,76.36,-67613.2939,-64900.9181,132514.212
0.429825,-1.94E-03,7.64E-02,-1.94,76.37,-67770.9684,-65052.2606,132823.229
0.430825,-1.92E-03,7.64E-02,-1.92,76.38,-67928.643,-65203.603,133132.246
0.431825,-1.89E-03,7.64E-02,-1.89,76.39,-68086.3175,-65354.9455,133441.263
0.432825,-1.87E-03,7.64E-02,-1.87,76.39,-68243.992,-65506.288,133750.28
0.433825,-1.85E-03,7.64E-02,-1.85,76.40,-68401.6666,-65657.6304,134059.297
0.434825,-1.83E-03,7.64E-02,-1.83,76.41,-68559.3411,-65808.9729,134368.314
0.435825,-1.81E-03,7.64E-02,-1.81,76.42,-68717.0156,-65960.3153,134677.3309
0.436825,-1.78E-03,7.64E-02,-1.78,76.42,-68874.6902,-66111.6578,134986.348
0.437825,-1.76E-03,7.64E-02,-1.76,76.43,-69032.3647,-66263.0002,135295.3649
0.438825,-1.74E-03,7.64E-02,-1.74,76.44,-69190.0393,-66414.3427,135604.382
0.439825,-1.72E-03,7.64E-02,-1.72,76.44,-69347.7138,-66565.6851,135913.3989
0.440825,-1.70E-03,7.65E-02,-1.70,76.45,-69505.3883,-66717.0276,136222.4159
0.441825,-1.67E-03,7.65E-02,-1.67,76.46,-69663.0629,-66868.37,136531.4329
0.442825,-1.65E-03,7.65E-02,-1.65,76.47,-69820.7374,-67019.7125,136840.4499
0.443825,-1.63E-03,7.65E-02,-1.63,76.47,-69978.412,-67171.0549,137149.4669
0.444825,-1.61E-03,7.65E-02,-1.61,76.48,-70136.0865,-67322.3974,137458.4839
0.445825,-1.58E-03,7.65E-02,-1.58,76.49,-70293.7611,-67473.7398,137767.5009
0.446825,-1.56E-03,7.65E-02,-1.56,76.49,-70451.4356,-67625.0823,138076.5179
0.447825,-1.54E-03,7.65E-02,-1.54,76.50,-70609.1102,-67776.4247,138385.5349
0.448825,-1.52E-03,7.65E-02,-1.52,76.51,-70766.7847,-67927.7671,138694.5518
0.449825,-1.50E-03,7.65E-02,-1.50,76.52,-70924.4593,-68079.1096,139003.5689
0.450825,-1.47E-03,7.65E-02,-1.47,76.52,-71082.1338,-68230.452,139312.5858
0.451825,-1.45E-03,7.65E-02,-1.45,76.53,-71239.8084,-68381.7945,139621.6029
0.452825,-1.43E-03,7.65E-02,-1.43,76.54,-71397.4829,-68533.1369,139930.6198
0.453825,-1.41E-03,7.65E-02,-1.41,76.54,-71555.1575,-68684.4793,140239.6368
0.454825,-1.39E-03,7.66E-02,-1.39,76.55,-71712.8321,-68835.8218,140548.6539
0.455825,-1.36E-03,7.66E-02,-1.36,76.56,-71870.5066,-68987.1642,140857.6708
0.456825,-1.34E-03,7.66E-02,-1.34,76.56,-72028.1812,-69138.5067,141166.6879
0.457825,-1.32E-03,7.66E-02,-1.32,76.57,-72185.8557,-69289.8491,141475.7048
0.458825,-1.30E-03,7.66E-02,-1.30,76.58,-72343.5303,-69441.1915,141784.7218
0.459825,-1.27E-03,7.66E-02,-1.27,76.58,-72501.2048,-69592.534,142093.7388
0.460825,-1.25E-03,7.66E-02,-1.25,76.59,-72658.8794,-69743.8764,142402.7558
0.461825,-1.23E-03,7.66E-02,-1.23,76.60,-72816.554,-69895.2188,142711.7728
0.462825,-1.21E-03,7.66E-02,-1.21,76.61,-72974.2285,-70046.5612,143020.7897
0.463825,-1.19E-03,7.66E-02,-1.19,76.61,-73131.9031,-70197.9037,143329.8068
0.464825,-1.16E-03,7.66E-02,-1.16,76.62,-73289.5777,-70349.2461,143638.8238
0.465825,-1.14E-03,7.66E-02,-1.14,76.63,-73447.2522,-70500.5885,143947.8407
0.466825,-1.12E-03,7.66E-02,-1.12,76.63,-73604.9268,-70651.931,144256.8578
0.467825,-1.10E-03,7.66E-02,-1.10,76.64,-73762.6013,-70803.2734,144565.8747
0.468825,-1.07E-03,7.66E-02,-1.07,76.65,-73920.2759,-70954.6158,144874.8917
0.469825,-1.05E-03,7.67E-02,-1.05,76.65,-74077.9505,-71105.9582,145183.9087
0.470825,-1.03E-03,7.67E-02,-1.03,76.66,-74235.625,-71257.3007,145492.9257
0.471825,-1.01E-03,7.67E-02,-1.01,76.67,-74393.2996,-71408.6431,145801.9427
0.472825,-9.86E-04,7.67E-02,-0.99,76.67,-74550.9742,-71559.9855,146110.9597
0.473825,-9.64E-04,7.67E-02,-0.96,76.68,-74708.6487,-71711.328,146419.9767
0.474825,-9.41E-04,7.67E-02,-0.94,76.69,-74866.3233,-71862.6704,146728.9937
0.475825,-9.19E-04,7.67E-02,-0.92,76.69,-75023.9979,-72014.0128,147038.0107
0.476825,-8.97E-04,7.67E-02,-0.90,76.70,-75181.6725,-72165.3552,147347.0277
0.477825,-8.75E-04,7.67E-02,-0.87,76.71,-75339.347,-72316.6976,147656.0446
0.478825,-8.52E-04,7.67E-02,-0.85,76.71,-75497.0216,-72468.0401,147965.0617
0.479825,-8.30E-04,7.67E-02,-0.83,76.72,-75654.6962,-72619.3825,148274.0787
0.480825,-8.08E-04,7.67E-02,-0.81,76.73,-75812.3707,-72770.7249,148583.0956
0.481825,-7.85E-04,7.67E-02,-0.79,76.73,-75970.0453,-72922.0673,148892.1126
0.482825,-7.63E-04,7.67E-02,-0.76,76.74,-76127.7199,-73073.4098,149201.1297
0.483825,-7.41E-04,7.67E-02,-0.74,76.74,-76285.3945,-73224.7522,149510.1467
0.484825,-7.18E-04,7.68E-02,-0.72,76.75,-76443.069,-73376.0946,149819.1636
0.485825,-6.96E-04,7.68E-02,-0.70,76.76,-76600.7436,-73527.437,150128.1806
0.486825,-6.74E-04,7.68E-02,-0.67,76.76,-76758.4182,-73678.7794,150437.1976
0.487825,-6.52E-04,7.68E-02,-0.65,76.77,-76916.0927,-73830.1219,150746.2146
0.488825,-6.29E-04,7.68E-02,-0.63,76.78,-77073.7673,-73981.4643,151055.2316
0.489825,-6.07E-04,7.68E-02,-0.61,76.78,-77231.4419,-74132.8067,151364.2486
0.490825,-5.85E-04,7.68E-02,-0.58,76.79,-77389.1165,-74284.1491,151673.2656
