TIME, UY_5, FY_3, FY_4, FX_2,Load ,Reaction,Deflection,,,
0.51235625,9.36E-02,-1132.14997,-1086.41949,-1280.89228,2218.57,1280.89,93.56,,,
0.51435625,9.38E-02,-1136.57329,-1090.65643,-1285.89227,2227.23,1285.89,93.81,,,
0.51635625,9.41E-02,-1140.99663,-1094.89333,-1290.89227,2235.89,1290.89,94.06,,,
0.51835625,9.43E-02,-1145.42002,-1099.1302,-1295.89227,2244.55,1295.89,94.31,,,
0.52035625,9.46E-02,-1149.84344,-1103.36703,-1300.89227,2253.21,1300.89,94.56,,,
0.52235625,9.48E-02,-1154.26689,-1107.60383,-1305.89226,2261.87,1305.89,94.81,,,
0.52435625,9.51E-02,-1158.69037,-1111.8406,-1310.89226,2270.53,1310.89,95.05,,,
0.52635625,9.53E-02,-1163.11389,-1116.07733,-1315.89226,2279.19,1315.89,95.30,,,
0.52835625,9.55E-02,-1167.53745,-1120.31403,-1320.89226,2287.85,1320.89,95.55,,,
0.53035625,9.58E-02,-1171.96103,-1124.5507,-1325.89225,2296.51,1325.89,95.79,,,
0.53235625,9.60E-02,-1176.38465,-1128.78733,-1330.89225,2305.17,1330.89,96.04,,,
0.53435625,9.63E-02,-1180.80831,-1133.02393,-1335.89225,2313.83,1335.89,96.29,,,
0.53635625,9.65E-02,-1185.232,-1137.26049,-1340.89225,2322.49,1340.89,96.53,,,
0.53835625,9.68E-02,-1189.65572,-1141.49702,-1345.89224,2331.15,1345.89,96.77,,,
0.54035625,9.70E-02,-1194.07947,-1145.73352,-1350.89224,2339.81,1350.89,97.02,,,
0.54235625,9.73E-02,-1198.50326,-1149.96998,-1355.89224,2348.47,1355.89,97.26,,,
0.54435625,9.75E-02,-1202.92709,-1154.20641,-1360.89224,2357.13,1360.89,97.50,,,
0.54635625,9.77E-02,-1207.35095,-1158.4428,-1365.89223,2365.79,1365.89,97.74,,,
0.54835625,9.80E-02,-1211.77484,-1162.67916,-1370.89223,2374.45,1370.89,97.98,,,
0.55035625,9.82E-02,-1216.19876,-1166.91549,-1375.89223,2383.11,1375.89,98.22,,,
0.55235625,9.85E-02,-1220.62272,-1171.15178,-1380.89223,2391.77,1380.89,98.46,,,
0.55435625,9.87E-02,-1225.04671,-1175.38804,-1385.89222,2400.43,1385.89,98.70,,,
0.55635625,9.89E-02,-1229.47074,-1179.62427,-1390.89222,2409.10,1390.89,98.94,,,
0.55835625,9.92E-02,-1233.8948,-1183.86046,-1395.89222,2417.76,1395.89,99.18,,,
0.56035625,9.94E-02,-1238.31889,-1188.09662,-1400.89221,2426.42,1400.89,99.42,,,
0.56235625,9.97E-02,-1242.74302,-1192.33274,-1405.89221,2435.08,1405.89,99.65,,,
0.56435625,9.99E-02,-1247.16718,-1196.56883,-1410.89221,2443.74,1410.89,99.89,,,
0.56635625,0.100124567,-1251.59138,-1200.80489,-1415.89221,2452.40,1415.89,100.12,,,
0.56835625,0.100359437,-1256.01561,-1205.04091,-1420.8922,2461.06,1420.89,100.36,,,
0.57035625,0.100593724,-1260.43987,-1209.2769,-1425.8922,2469.72,1425.89,100.59,,,
0.57235625,0.10082743,-1264.86416,-1213.51286,-1430.8922,2478.38,1430.89,100.83,,,
0.57435625,0.101060557,-1269.28849,-1217.74878,-1435.8922,2487.04,1435.89,101.06,,,
0.57635625,0.101293107,-1273.71286,-1221.98467,-1440.89219,2495.70,1440.89,101.29,,,
0.57835625,0.101525082,-1278.13725,-1226.22053,-1445.89219,2504.36,1445.89,101.53,,,
0.58035625,0.101756485,-1282.56168,-1230.45635,-1450.89219,2513.02,1450.89,101.76,,,
0.58235625,0.101987316,-1286.98615,-1234.69214,-1455.89218,2521.68,1455.89,101.99,,,
0.58435625,0.102217579,-1291.41065,-1238.92789,-1460.89218,2530.34,1460.89,102.22,,,
0.58635625,0.102447274,-1295.83518,-1243.16361,-1465.89218,2539.00,1465.89,102.45,,,
0.58835625,0.102676405,-1300.25974,-1247.3993,-1470.89218,2547.66,1470.89,102.68,,,
0.59035625,0.102904972,-1304.68434,-1251.63495,-1475.89217,2556.32,1475.89,102.90,,,
0.59235625,0.103132978,-1309.10897,-1255.87057,-1480.89217,2564.98,1480.89,103.13,,,
0.59435625,0.103360425,-1313.53364,-1260.10616,-1485.89217,2573.64,1485.89,103.36,,,
0.59635625,0.103587315,-1317.95834,-1264.34171,-1490.89217,2582.30,1490.89,103.59,,,
0.59835625,0.10381365,-1322.38307,-1268.57723,-1495.89216,2590.96,1495.89,103.81,,,
0.60035625,0.10403943,-1326.80783,-1272.81272,-1500.89216,2599.62,1500.89,104.04,,,
0.60235625,0.10426466,-1331.23263,-1277.04817,-1505.89216,2608.28,1505.89,104.26,,,
0.60435625,0.104489339,-1335.65746,-1281.28359,-1510.89215,2616.94,1510.89,104.49,,,
0.60635625,0.104713471,-1340.08233,-1285.51898,-1515.89215,2625.60,1515.89,104.71,,,
0.60835625,0.104937057,-1344.50723,-1289.75433,-1520.89215,2634.26,1520.89,104.94,,,
0.61035625,0.105160099,-1348.93216,-1293.98965,-1525.89215,2642.92,1525.89,105.16,,,
0.61235625,0.105382599,-1353.35713,-1298.22494,-1530.89214,2651.58,1530.89,105.38,,,
0.61435625,0.105604558,-1357.78213,-1302.46019,-1535.89214,2660.24,1535.89,105.60,,,
0.61635625,0.105825979,-1362.20716,-1306.69541,-1540.89214,2668.90,1540.89,105.83,,,
0.61835625,0.106046863,-1366.63223,-1310.93059,-1545.89213,2677.56,1545.89,106.05,,,
0.62035625,0.106267212,-1371.05732,-1315.16575,-1550.89213,2686.22,1550.89,106.27,,,
0.62235625,0.106487029,-1375.48246,-1319.40087,-1555.89213,2694.88,1555.89,106.49,,,
0.62435625,0.106706314,-1379.90762,-1323.63595,-1560.89213,2703.54,1560.89,106.71,,,
0.62635625,0.10692507,-1384.33282,-1327.87101,-1565.89212,2712.20,1565.89,106.93,,,
0.62835625,0.107143298,-1388.75805,-1332.10602,-1570.89212,2720.86,1570.89,107.14,,,
0.63035625,0.107361001,-1393.18332,-1336.34101,-1575.89212,2729.52,1575.89,107.36,,,
0.63235625,0.10757818,-1397.60862,-1340.57597,-1580.89212,2738.18,1580.89,107.58,,,
0.63435625,0.107794836,-1402.03395,-1344.81088,-1585.89211,2746.84,1585.89,107.79,,,
0.63635625,0.108010973,-1406.45931,-1349.04577,-1590.89211,2755.51,1590.89,108.01,,,
0.63835625,0.10822659,-1410.88471,-1353.28063,-1595.89211,2764.17,1595.89,108.23,,,
0.64035625,0.108441691,-1415.31014,-1357.51545,-1600.8921,2772.83,1600.89,108.44,,,
0.64235625,0.108656276,-1419.73561,-1361.75023,-1605.8921,2781.49,1605.89,108.66,,,
0.64435625,0.108870348,-1424.1611,-1365.98499,-1610.8921,2790.15,1610.89,108.87,,,
0.64635625,0.109083909,-1428.58663,-1370.21971,-1615.8921,2798.81,1615.89,109.08,,,
0.64835625,0.10929696,-1433.0122,-1374.4544,-1620.89209,2807.47,1620.89,109.30,,,
0.65035625,0.109509502,-1437.43779,-1378.68906,-1625.89209,2816.13,1625.89,109.51,,,
0.65235625,0.109721538,-1441.86342,-1382.92368,-1630.89209,2824.79,1630.89,109.72,,,
0.65435625,0.10993307,-1446.28908,-1387.15827,-1635.89208,2833.45,1635.89,109.93,,,
0.65635625,0.110144098,-1450.71478,-1391.39283,-1640.89208,2842.11,1640.89,110.14,,,
0.65835625,0.110354625,-1455.1405,-1395.62735,-1645.89208,2850.77,1645.89,110.35,,,
0.66035625,0.110564652,-1459.56627,-1399.86184,-1650.89208,2859.43,1650.89,110.56,,,
0.66235625,0.110774182,-1463.99206,-1404.0963,-1655.89207,2868.09,1655.89,110.77,,,
0.66435625,0.110983215,-1468.41789,-1408.33072,-1660.89207,2876.75,1660.89,110.98,,,
0.66635625,0.111191754,-1472.84374,-1412.56512,-1665.89207,2885.41,1665.89,111.19,,,
0.66835625,0.111399799,-1477.26964,-1416.79948,-1670.89206,2894.07,1670.89,111.40,,,
0.67035625,0.111607354,-1481.69556,-1421.0338,-1675.89206,2902.73,1675.89,111.61,,,
0.67235625,0.111814418,-1486.12152,-1425.2681,-1680.89206,2911.39,1680.89,111.81,,,
0.67435625,0.112020995,-1490.54751,-1429.50236,-1685.89206,2920.05,1685.89,112.02,,,
0.67635625,0.112227086,-1494.97353,-1433.73659,-1690.89205,2928.71,1690.89,112.23,,,
0.67835625,0.112432691,-1499.39959,-1437.97078,-1695.89205,2937.37,1695.89,112.43,,,
0.68035625,0.112637814,-1503.82567,-1442.20495,-1700.89205,2946.03,1700.89,112.64,,,
0.68235625,0.112842455,-1508.2518,-1446.43908,-1705.89204,2954.69,1705.89,112.84,,,
0.68435625,0.113046617,-1512.67795,-1450.67318,-1710.89204,2963.35,1710.89,113.05,,,
0.68635625,0.1132503,-1517.10414,-1454.90724,-1715.89204,2972.01,1715.89,113.25,,,
0.68835625,0.113453507,-1521.53035,-1459.14127,-1720.89204,2980.67,1720.89,113.45,,,
0.69035625,0.113656238,-1525.95661,-1463.37527,-1725.89203,2989.33,1725.89,113.66,,,
0.69235625,0.113858496,-1530.38289,-1467.60924,-1730.89203,2997.99,1730.89,113.86,,,
0.69435625,0.114060283,-1534.80921,-1471.84318,-1735.89203,3006.65,1735.89,114.06,,,
0.69635625,0.114261599,-1539.23555,-1476.07708,-1740.89202,3015.31,1740.89,114.26,,,
0.69835625,0.114462446,-1543.66193,-1480.31095,-1745.89202,3023.97,1745.89,114.46,,,
0.70035625,0.114662826,-1548.08835,-1484.54479,-1750.89202,3032.63,1750.89,114.66,,,
0.70235625,0.11486274,-1552.51479,-1488.7786,-1755.89202,3041.29,1755.89,114.86,,,
0.70435625,0.115062191,-1556.94127,-1493.01237,-1760.89201,3049.95,1760.89,115.06,,,
0.70635625,0.115261179,-1561.36778,-1497.24611,-1765.89201,3058.61,1765.89,115.26,,,
0.70835625,0.115459705,-1565.79433,-1501.47982,-1770.89201,3067.27,1770.89,115.46,,,
0.71035625,0.115657773,-1570.2209,-1505.71349,-1775.892,3075.93,1775.89,115.66,,,
0.71235625,0.115855383,-1574.64751,-1509.94714,-1780.892,3084.59,1780.89,115.86,,,
0.71435625,0.116052536,-1579.07415,-1514.18075,-1785.892,3093.25,1785.89,116.05,,,
0.71635625,0.116249234,-1583.50082,-1518.41433,-1790.892,3101.92,1790.89,116.25,,,
0.71835625,0.116445479,-1587.92753,-1522.64788,-1795.89199,3110.58,1795.89,116.45,,,
0.72035625,0.116641272,-1592.35426,-1526.88139,-1800.89199,3119.24,1800.89,116.64,,,
0.72235625,0.116836615,-1596.78103,-1531.11487,-1805.89199,3127.90,1805.89,116.84,,,
0.72435625,0.117031508,-1601.20783,-1535.34833,-1810.89198,3136.56,1810.89,117.03,,,
0.72635625,0.117225955,-1605.63466,-1539.58174,-1815.89198,3145.22,1815.89,117.23,,,
0.72835625,0.117419955,-1610.06153,-1543.81513,-1820.89198,3153.88,1820.89,117.42,,,
0.73035625,0.117613511,-1614.48843,-1548.04848,-1825.89198,3162.54,1825.89,117.61,,,
0.73235625,0.117806624,-1618.91536,-1552.28181,-1830.89197,3171.20,1830.89,117.81,,,
0.73435625,0.117999296,-1623.34232,-1556.5151,-1835.89197,3179.86,1835.89,118.00,,,
0.73635625,0.118191527,-1627.76931,-1560.74836,-1840.89197,3188.52,1840.89,118.19,,,
0.73835625,0.11838332,-1632.19634,-1564.98158,-1845.89196,3197.18,1845.89,118.38,,,
0.74035625,0.118574675,-1636.62339,-1569.21478,-1850.89196,3205.84,1850.89,118.57,,,
0.74235625,0.118765595,-1641.05048,-1573.44794,-1855.89196,3214.50,1855.89,118.77,,,
0.74435625,0.11895608,-1645.4776,-1577.68107,-1860.89196,3223.16,1860.89,118.96,,,
0.74635625,0.119146133,-1649.90475,-1581.91417,-1865.89195,3231.82,1865.89,119.15,,,
0.74835625,0.119335754,-1654.33194,-1586.14724,-1870.89195,3240.48,1870.89,119.34,,,
0.75035625,0.119524945,-1658.75916,-1590.38027,-1875.89195,3249.14,1875.89,119.52,,,
0.75235625,0.119713708,-1663.1864,-1594.61327,-1880.89195,3257.80,1880.89,119.71,,,
0.75435625,0.119902043,-1667.61368,-1598.84625,-1885.89194,3266.46,1885.89,119.90,,,
0.75635625,0.120089952,-1672.04099,-1603.07919,-1890.89194,3275.12,1890.89,120.09,,,
0.75835625,0.120277437,-1676.46834,-1607.31209,-1895.89194,3283.78,1895.89,120.28,,,
0.76035625,0.120464499,-1680.89571,-1611.54497,-1900.89193,3292.44,1900.89,120.46,,,
0.76235625,0.120651139,-1685.32312,-1615.77782,-1905.89193,3301.10,1905.89,120.65,,,
0.76435625,0.120837358,-1689.75056,-1620.01063,-1910.89193,3309.76,1910.89,120.84,,,
0.76635625,0.121023159,-1694.17803,-1624.24341,-1915.89193,3318.42,1915.89,121.02,,,
0.76835625,0.121208542,-1698.60553,-1628.47616,-1920.89192,3327.08,1920.89,121.21,,,
0.77035625,0.121393509,-1703.03306,-1632.70888,-1925.89192,3335.74,1925.89,121.39,,,
0.77235625,0.121578061,-1707.46063,-1636.94157,-1930.89192,3344.40,1930.89,121.58,,,
0.77435625,0.1217622,-1711.88822,-1641.17422,-1935.89191,3353.06,1935.89,121.76,,,
0.77635625,0.121945926,-1716.31585,-1645.40685,-1940.89191,3361.72,1940.89,121.95,,,
0.77835625,0.122129242,-1720.74351,-1649.63944,-1945.89191,3370.38,1945.89,122.13,,,
0.78035625,0.122312148,-1725.1712,-1653.872,-1950.89191,3379.04,1950.89,122.31,,,
0.78235625,0.122494645,-1729.59892,-1658.10453,-1955.8919,3387.70,1955.89,122.49,,,
0.78435625,0.122676736,-1734.02667,-1662.33703,-1960.8919,3396.36,1960.89,122.68,,,
0.78635625,0.122858422,-1738.45446,-1666.5695,-1965.8919,3405.02,1965.89,122.86,,,
0.78835625,0.123039703,-1742.88227,-1670.80193,-1970.8919,3413.68,1970.89,123.04,,,
0.79035625,0.123220581,-1747.31012,-1675.03434,-1975.89189,3422.34,1975.89,123.22,,,
0.79235625,0.123401057,-1751.738,-1679.26671,-1980.89189,3431.00,1980.89,123.40,,,
0.79435625,0.123581134,-1756.16591,-1683.49905,-1985.89189,3439.66,1985.89,123.58,,,
0.79635625,0.123760811,-1760.59385,-1687.73137,-1990.89188,3448.33,1990.89,123.76,,,
0.79835625,0.12394009,-1765.02182,-1691.96365,-1995.89188,3456.99,1995.89,123.94,,,
0.80035625,0.124118973,-1769.44982,-1696.19589,-2000.89188,3465.65,2000.89,124.12,,,
0.80235625,0.124297461,-1773.87785,-1700.42811,-2005.89188,3474.31,2005.89,124.30,,,
0.80435625,0.124475555,-1778.30592,-1704.6603,-2010.89187,3482.97,2010.89,124.48,,,
0.80635625,0.124653256,-1782.73401,-1708.89245,-2015.89187,3491.63,2015.89,124.65,,,
0.80835625,0.124830565,-1787.16214,-1713.12458,-2020.89187,3500.29,2020.89,124.83,,,
0.81035625,0.125007485,-1791.5903,-1717.35667,-2025.89187,3508.95,2025.89,125.01,,,
0.81235625,0.125184015,-1796.01849,-1721.58874,-2030.89186,3517.61,2030.89,125.18,,,
0.81435625,0.125360158,-1800.44671,-1725.82077,-2035.89186,3526.27,2035.89,125.36,,,
0.81635625,0.125535915,-1804.87496,-1730.05277,-2040.89186,3534.93,2040.89,125.54,,,
0.81835625,0.125711286,-1809.30324,-1734.28474,-2045.89185,3543.59,2045.89,125.71,,,
0.82035625,0.125886274,-1813.73155,-1738.51668,-2050.89185,3552.25,2050.89,125.89,,,
0.82235625,0.126060878,-1818.1599,-1742.74859,-2055.89185,3560.91,2055.89,126.06,,,
0.82435625,0.126235101,-1822.58827,-1746.98046,-2060.89185,3569.57,2060.89,126.24,,,
0.82635625,0.126408944,-1827.01667,-1751.21231,-2065.89184,3578.23,2065.89,126.41,,,
0.82835625,0.126582408,-1831.44511,-1755.44413,-2070.89184,3586.89,2070.89,126.58,,,
0.83035625,0.126755494,-1835.87358,-1759.67591,-2075.89184,3595.55,2075.89,126.76,,,
0.83235625,0.126928203,-1840.30207,-1763.90767,-2080.89184,3604.21,2080.89,126.93,,,
0.83435625,0.127100537,-1844.7306,-1768.13939,-2085.89183,3612.87,2085.89,127.10,,,
0.83635625,0.127272496,-1849.15916,-1772.37108,-2090.89183,3621.53,2090.89,127.27,,,
0.83835625,0.127444082,-1853.58775,-1776.60275,-2095.89183,3630.19,2095.89,127.44,,,
0.84035625,0.127615297,-1858.01637,-1780.83438,-2100.89183,3638.85,2100.89,127.62,,,
0.84235625,0.12778614,-1862.44502,-1785.06598,-2105.89182,3647.51,2105.89,127.79,,,
0.84435625,0.127956615,-1866.8737,-1789.29755,-2110.89182,3656.17,2110.89,127.96,,,
0.84635625,0.12812672,-1871.30241,-1793.52909,-2115.89182,3664.83,2115.89,128.13,,,
0.84835625,0.128296459,-1875.73115,-1797.7606,-2120.89182,3673.49,2120.89,128.30,,,
0.85035625,0.128465831,-1880.15992,-1801.99208,-2125.89181,3682.15,2125.89,128.47,,,
0.85235625,0.128634839,-1884.58872,-1806.22353,-2130.89181,3690.81,2130.89,128.63,,,
0.85435625,0.128803482,-1889.01755,-1810.45495,-2135.89181,3699.47,2135.89,128.80,,,
0.85635625,0.128971763,-1893.44642,-1814.68634,-2140.8918,3708.13,2140.89,128.97,,,
0.85835625,0.129139683,-1897.87531,-1818.9177,-2145.8918,3716.79,2145.89,129.14,,,
0.86035625,0.129307242,-1902.30423,-1823.14903,-2150.8918,3725.45,2150.89,129.31,,,
0.86235625,0.129474442,-1906.73319,-1827.38033,-2155.8918,3734.11,2155.89,129.47,,,
0.86435625,0.129641285,-1911.16217,-1831.61159,-2160.89179,3742.77,2160.89,129.64,,,
0.86635625,0.12980777,-1915.59118,-1835.84283,-2165.89179,3751.43,2165.89,129.81,,,
0.86835625,0.129973899,-1920.02023,-1840.07404,-2170.89179,3760.09,2170.89,129.97,,,
0.87035625,0.130139673,-1924.4493,-1844.30522,-2175.89179,3768.75,2175.89,130.14,,,
0.87235625,0.130305094,-1928.87841,-1848.53636,-2180.89178,3777.41,2180.89,130.31,,,
0.87435625,0.130470163,-1933.30754,-1852.76748,-2185.89178,3786.08,2185.89,130.47,,,
0.87635625,0.13063488,-1937.7367,-1856.99857,-2190.89178,3794.74,2190.89,130.63,,,
0.87835625,0.130799246,-1942.1659,-1861.22962,-2195.89178,3803.40,2195.89,130.80,,,
0.88035625,0.130963264,-1946.59512,-1865.46065,-2200.89177,3812.06,2200.89,130.96,,,
0.88235625,0.131126933,-1951.02438,-1869.69165,-2205.89177,3820.72,2205.89,131.13,,,
0.88435625,0.131290256,-1955.45366,-1873.92262,-2210.89177,3829.38,2210.89,131.29,,,
0.88635625,0.131453232,-1959.88298,-1878.15355,-2215.89177,3838.04,2215.89,131.45,,,
0.88835625,0.131615864,-1964.31232,-1882.38446,-2220.89176,3846.70,2220.89,131.62,,,
0.89035625,0.131778151,-1968.74169,-1886.61534,-2225.89176,3855.36,2225.89,131.78,,,
0.89235625,0.131940096,-1973.1711,-1890.84619,-2230.89176,3864.02,2230.89,131.94,,,
0.89435625,0.1321017,-1977.60053,-1895.077,-2235.89176,3872.68,2235.89,132.10,,,
0.89635625,0.132262963,-1982.02999,-1899.30779,-2240.89175,3881.34,2240.89,132.26,,,
0.89835625,0.132423886,-1986.45949,-1903.53855,-2245.89175,3890.00,2245.89,132.42,,,
0.90035625,0.132584471,-1990.88901,-1907.76928,-2250.89175,3898.66,2250.89,132.58,,,
0.90235625,0.132744718,-1995.31856,-1911.99998,-2255.89175,3907.32,2255.89,132.74,,,
0.90435625,0.132904629,-1999.74814,-1916.23065,-2260.89174,3915.98,2260.89,132.90,,,
0.90635625,0.133064204,-2004.17776,-1920.46129,-2265.89174,3924.64,2265.89,133.06,,,
0.90835625,0.133223445,-2008.6074,-1924.6919,-2270.89174,3933.30,2270.89,133.22,,,
0.91035625,0.133382353,-2013.03707,-1928.92248,-2275.89174,3941.96,2275.89,133.38,,,
0.91235625,0.133540929,-2017.46677,-1933.15303,-2280.89173,3950.62,2280.89,133.54,,,
0.91435625,0.133699173,-2021.8965,-1937.38355,-2285.89173,3959.28,2285.89,133.70,,,
0.91635625,0.133857087,-2026.32626,-1941.61405,-2290.89173,3967.94,2290.89,133.86,,,
0.91835625,0.134014672,-2030.75604,-1945.84451,-2295.89173,3976.60,2295.89,134.01,,,
0.92035625,0.134171929,-2035.18586,-1950.07494,-2300.89172,3985.26,2300.89,134.17,,,
0.92235625,0.134328859,-2039.61571,-1954.30535,-2305.89172,3993.92,2305.89,134.33,,,
0.92435625,0.134485462,-2044.04559,-1958.53572,-2310.89172,4002.58,2310.89,134.49,,,
0.92635625,0.13464174,-2048.47549,-1962.76607,-2315.89172,4011.24,2315.89,134.64,,,
0.92835625,0.134797694,-2052.90543,-1966.99638,-2320.89171,4019.90,2320.89,134.80,,,
0.93035625,0.134953325,-2057.33539,-1971.22667,-2325.89171,4028.56,2325.89,134.95,,,
0.93235625,0.135108634,-2061.76539,-1975.45693,-2330.89171,4037.22,2330.89,135.11,,,
0.93435625,0.135263621,-2066.19541,-1979.68716,-2335.89171,4045.88,2335.89,135.26,,,
0.93635625,0.135418288,-2070.62546,-1983.91736,-2340.8917,4054.54,2340.89,135.42,,,
0.93835625,0.135572636,-2075.05554,-1988.14753,-2345.8917,4063.20,2345.89,135.57,,,
0.94035625,0.135726666,-2079.48565,-1992.37767,-2350.8917,4071.86,2350.89,135.73,,,
0.94235625,0.135880378,-2083.91579,-1996.60778,-2355.8917,4080.52,2355.89,135.88,,,
0.94435625,0.136033774,-2088.34596,-2000.83787,-2360.89169,4089.18,2360.89,136.03,,,
0.94635625,0.136186855,-2092.77616,-2005.06792,-2365.89169,4097.84,2365.89,136.19,,,
0.94835625,0.136339621,-2097.20638,-2009.29795,-2370.89169,4106.50,2370.89,136.34,,,
0.95035625,0.136492074,-2101.63664,-2013.52794,-2375.89169,4115.16,2375.89,136.49,,,
0.95235625,0.136644214,-2106.06692,-2017.75791,-2380.89168,4123.82,2380.89,136.64,,,
0.95435625,0.136796043,-2110.49724,-2021.98785,-2385.89168,4132.49,2385.89,136.80,,,
0.95635625,0.136947561,-2114.92758,-2026.21776,-2390.89168,4141.15,2390.89,136.95,,,
0.95835625,0.137098769,-2119.35795,-2030.44764,-2395.89168,4149.81,2395.89,137.10,,,
0.96035625,0.137249669,-2123.78835,-2034.67749,-2400.89167,4158.47,2400.89,137.25,,,
0.96235625,0.13740026,-2128.21878,-2038.90731,-2405.89167,4167.13,2405.89,137.40,,,
0.96435625,0.137550545,-2132.64923,-2043.13711,-2410.89167,4175.79,2410.89,137.55,,,
0.96635625,0.137700524,-2137.07972,-2047.36687,-2415.89167,4184.45,2415.89,137.70,,,
0.96835625,0.137850198,-2141.51023,-2051.59661,-2420.89167,4193.11,2420.89,137.85,,,
0.97035625,0.137999568,-2145.94078,-2055.82632,-2425.89166,4201.77,2425.89,138.00,,,
0.97235625,0.138148634,-2150.37135,-2060.056,-2430.89166,4210.43,2430.89,138.15,,,
0.97435625,0.138297399,-2154.80195,-2064.28565,-2435.89166,4219.09,2435.89,138.30,,,
0.97635625,0.138445862,-2159.23258,-2068.51527,-2440.89166,4227.75,2440.89,138.45,,,
0.97835625,0.138594024,-2163.66324,-2072.74487,-2445.89165,4236.41,2445.89,138.59,,,
0.98035625,0.138741887,-2168.09392,-2076.97443,-2450.89165,4245.07,2450.89,138.74,,,
0.98235625,0.138889451,-2172.52464,-2081.20397,-2455.89165,4253.73,2455.89,138.89,,,
0.98435625,0.139036718,-2176.95538,-2085.43348,-2460.89165,4262.39,2460.89,139.04,,,
0.98635625,0.139183687,-2181.38615,-2089.66296,-2465.89164,4271.05,2465.89,139.18,,,
0.98835625,0.139330361,-2185.81695,-2093.89241,-2470.89164,4279.71,2470.89,139.33,,,
0.99035625,0.13947674,-2190.24778,-2098.12183,-2475.89164,4288.37,2475.89,139.48,,,
0.99235625,0.139622824,-2194.67864,-2102.35123,-2480.89164,4297.03,2480.89,139.62,,,
0.99435625,0.139768615,-2199.10952,-2106.5806,-2485.89163,4305.69,2485.89,139.77,,,
0.99635625,0.139914113,-2203.54043,-2110.80993,-2490.89163,4314.35,2490.89,139.91,,,
0.99835625,0.14005932,-2207.97137,-2115.03925,-2495.89163,4323.01,2495.89,140.06,,,
1,0.140178443,-2211.61291,-2118.51504,-2500.00075,4330.13,2500.00,140.18,,,
