TIME, UX_5, FX_2, FY_3, FY_4,,,,,
2.00E-04,2.37E-06,-99.9420874,-1.75233589,-1.65039911,0.00,-3.402735,,,
4.00E-04,4.74E-06,-199.88418,-3.50455156,-3.30091856,0.00,-6.80547012,,,
7.00E-04,8.26E-06,-349.797316,-6.13265244,-5.77692027,0.01,-11.90957271,,,
1.15E-03,1.35E-05,-574.667019,-10.0743116,-9.491415,0.01,-19.5657266,,,
1.83E-03,2.13E-05,-911.971573,-15.9857214,-15.064236,0.02,-31.0499574,,,
2.83E-03,3.26E-05,-1411.68202,-24.7410788,-23.3225539,0.03,-48.0636327,,,
3.83E-03,4.38E-05,-1911.39248,-33.4938312,-31.5834768,0.04,-65.077308,,,
4.83E-03,5.48E-05,-2411.10293,-42.2441146,-39.8468688,0.05,-82.0909834,,,
5.83E-03,6.58E-05,-2910.81337,-50.9920518,-48.1126067,0.07,-99.1046585,,,
6.83E-03,7.66E-05,-3410.52383,-59.7377681,-56.3805658,0.08,-116.1183339,,,
7.83E-03,8.74E-05,-3910.23428,-68.48137,-64.6506392,0.09,-133.1320092,,,
8.83E-03,9.81E-05,-4409.94473,-77.2229608,-72.9227236,0.10,-150.1456844,,,
9.83E-03,1.09E-04,-4909.65518,-85.9626378,-81.1967219,0.11,-167.1593597,,,
1.08E-02,1.20E-04,-5409.36563,-94.7004919,-89.4725431,0.12,-184.173035,,,
1.18E-02,1.30E-04,-5909.07608,-103.436609,-97.7501016,0.13,-201.1867106,,,
1.28E-02,1.41E-04,-6408.78653,-112.171069,-106.029317,0.14,-218.200386,,,
1.38E-02,1.51E-04,-6908.49698,-120.903947,-114.310113,0.15,-235.21406,,,
1.48E-02,1.62E-04,-7408.20743,-129.635316,-122.59242,0.16,-252.227736,,,
1.58E-02,1.73E-04,-7907.91788,-138.365243,-130.876169,0.17,-269.241412,,,
1.68E-02,1.83E-04,-8407.62833,-147.093789,-139.161297,0.18,-286.255086,,,
1.78E-02,1.94E-04,-8907.33878,-155.821017,-147.447745,0.19,-303.268762,,,
1.88E-02,2.05E-04,-9407.04923,-164.546982,-155.735456,0.20,-320.282438,,,
1.98E-02,2.15E-04,-9906.75968,-173.271737,-164.024376,0.22,-337.296113,,,
2.08E-02,2.26E-04,-10406.4701,-181.995333,-172.314455,0.23,-354.309788,,,
2.18E-02,2.37E-04,-10906.1806,-190.717818,-180.605645,0.24,-371.323463,,,
2.28E-02,2.48E-04,-11405.891,-199.439237,-188.897901,0.25,-388.337138,,,
2.38E-02,2.58E-04,-11905.6015,-208.159634,-197.19118,0.26,-405.350814,,,
2.48E-02,2.69E-04,-12405.3119,-216.879049,-205.48544,0.27,-422.364489,,,
2.58E-02,2.80E-04,-12905.0224,-225.59752,-213.780644,0.28,-439.378164,,,
2.68E-02,2.91E-04,-13404.7328,-234.315085,-222.076754,0.29,-456.391839,,,
2.78E-02,3.02E-04,-13904.4433,-243.031779,-230.373736,0.30,-473.405515,,,
2.88E-02,3.12E-04,-14404.1537,-251.747634,-238.671557,0.31,-490.419191,,,
2.98E-02,3.23E-04,-14903.8642,-260.462682,-246.970184,0.32,-507.432866,,,
3.08E-02,3.34E-04,-15403.5746,-269.176953,-255.269588,0.33,-524.446541,,,
3.18E-02,3.45E-04,-15903.2851,-277.890476,-263.56974,0.35,-541.460216,,,
3.28E-02,3.56E-04,-16402.9955,-286.603279,-271.870613,0.36,-558.473892,,,
3.38E-02,3.67E-04,-16902.706,-295.315386,-280.172181,0.37,-575.487567,,,
3.48E-02,3.78E-04,-17402.4164,-304.026824,-288.474419,0.38,-592.501243,,,
3.58E-02,3.89E-04,-17902.1269,-312.737614,-296.777303,0.39,-609.514917,,,
3.68E-02,4.00E-04,-18401.8373,-321.447781,-305.080811,0.40,-626.528592,,,
3.78E-02,4.11E-04,-18901.5478,-330.157346,-313.384922,0.41,-643.542268,,,
3.88E-02,4.22E-04,-19401.2582,-338.866329,-321.689614,0.42,-660.555943,,,
3.98E-02,4.33E-04,-19900.9687,-347.57475,-329.994868,0.43,-677.569618,,,
4.08E-02,4.44E-04,-20400.6791,-356.282628,-338.300666,0.44,-694.583294,,,
4.18E-02,4.55E-04,-20900.3896,-364.989981,-346.606989,0.46,-711.59697,,,
4.28E-02,4.66E-04,-21400.1,-373.696825,-354.913819,0.47,-728.610644,,,
4.38E-02,4.77E-04,-21899.8105,-382.403179,-363.221141,0.48,-745.62432,,,
4.48E-02,4.89E-04,-22399.5209,-391.109057,-371.528938,0.49,-762.637995,,,
4.58E-02,5.00E-04,-22899.2314,-399.814474,-379.837196,0.50,-779.65167,,,
4.68E-02,5.11E-04,-23398.9418,-408.519446,-388.1459,0.51,-796.665346,,,
4.78E-02,5.22E-04,-23898.6523,-417.223986,-396.455035,0.52,-813.679021,,,
4.88E-02,5.33E-04,-24398.3627,-425.928107,-404.764589,0.53,-830.692696,,,
4.98E-02,5.44E-04,-24898.0732,-434.631822,-413.074549,0.54,-847.706371,,,
5.08E-02,5.56E-04,-25397.7837,-443.335144,-421.384902,0.56,-864.720046,,,
5.18E-02,5.67E-04,-25897.4941,-452.038085,-429.695637,0.57,-881.733722,,,
5.28E-02,5.78E-04,-26397.2046,-460.740655,-438.006742,0.58,-898.747397,,,
5.38E-02,5.89E-04,-26896.915,-469.442867,-446.318206,0.59,-915.761073,,,
5.48E-02,6.01E-04,-27396.6255,-478.144729,-454.630019,0.60,-932.774748,,,
5.58E-02,6.12E-04,-27896.3359,-486.846253,-462.94217,0.61,-949.788423,,,
5.68E-02,6.23E-04,-28396.0464,-495.547448,-471.254651,0.62,-966.802099,,,
5.78E-02,6.34E-04,-28895.7568,-504.248323,-479.567451,0.63,-983.815774,,,
5.88E-02,6.46E-04,-29395.4673,-512.948888,-487.880561,0.65,-1000.829449,,,
5.98E-02,6.57E-04,-29895.1777,-521.649151,-496.193973,0.66,-1017.843124,,,
6.08E-02,6.68E-04,-30394.8882,-530.34912,-504.507679,0.67,-1034.856799,,,
6.18E-02,6.80E-04,-30894.5986,-539.048804,-512.821671,0.68,-1051.870475,,,
6.28E-02,6.91E-04,-31394.3091,-547.748211,-521.13594,0.69,-1068.884151,,,
6.38E-02,7.02E-04,-31894.0195,-556.447347,-529.450479,0.70,-1085.897826,,,
6.48E-02,7.14E-04,-32393.73,-565.14622,-537.765281,0.71,-1102.911501,,,
6.58E-02,7.25E-04,-32893.4404,-573.844837,-546.08034,0.73,-1119.925177,,,
6.68E-02,7.37E-04,-33393.1509,-582.543204,-554.395647,0.74,-1136.938851,,,
6.78E-02,7.48E-04,-33892.8613,-591.241329,-562.711198,0.75,-1153.952527,,,
6.88E-02,7.59E-04,-34392.5718,-599.939217,-571.026985,0.76,-1170.966202,,,
6.98E-02,7.71E-04,-34892.2822,-608.636874,-579.343003,0.77,-1187.979877,,,
7.08E-02,7.82E-04,-35391.9927,-617.334307,-587.659245,0.78,-1204.993552,,,
7.18E-02,7.94E-04,-35891.7031,-626.031521,-595.975707,0.79,-1222.007228,,,
7.28E-02,8.05E-04,-36391.4136,-634.728521,-604.292382,0.81,-1239.020903,,,
7.38E-02,8.17E-04,-36891.124,-643.425312,-612.609266,0.82,-1256.034578,,,
7.48E-02,8.28E-04,-37390.8345,-652.121901,-620.926353,0.83,-1273.048254,,,
7.58E-02,8.40E-04,-37890.5449,-660.81829,-629.243639,0.84,-1290.061929,,,
7.68E-02,8.51E-04,-38390.2554,-669.514487,-637.561118,0.85,-1307.075605,,,
7.78E-02,8.63E-04,-38889.9658,-678.210494,-645.878786,0.86,-1324.08928,,,
7.88E-02,8.74E-04,-39389.6763,-686.906317,-654.196638,0.87,-1341.102955,,,
7.98E-02,8.85E-04,-39889.3867,-695.601959,-662.514671,0.89,-1358.11663,,,
8.08E-02,8.97E-04,-40389.0972,-704.297425,-670.83288,0.90,-1375.130305,,,
8.18E-02,9.08E-04,-40888.8076,-712.99272,-679.151261,0.91,-1392.143981,,,
8.28E-02,9.20E-04,-41388.5181,-721.687846,-687.46981,0.92,-1409.157656,,,
8.38E-02,9.32E-04,-41888.2285,-730.382808,-695.788524,0.93,-1426.171332,,,
8.48E-02,9.43E-04,-42387.939,-739.077609,-704.107397,0.94,-1443.185006,,,
8.58E-02,9.55E-04,-42887.6494,-747.772254,-712.426428,0.95,-1460.198682,,,
8.68E-02,9.66E-04,-43387.3599,-756.466744,-720.745613,0.97,-1477.212357,,,
8.78E-02,9.78E-04,-43887.0703,-765.161085,-729.064948,0.98,-1494.226033,,,
8.88E-02,9.89E-04,-44386.7808,-773.855278,-737.384429,0.99,-1511.239707,,,
8.98E-02,1.00E-03,-44886.4912,-782.549328,-745.704055,1.00,-1528.253383,,,
9.08E-02,1.01E-03,-45386.2017,-791.243237,-754.023821,1.01,-1545.267058,,,
9.18E-02,1.02E-03,-45885.9121,-799.937008,-762.343725,1.02,-1562.280733,,,
9.28E-02,1.04E-03,-46385.6226,-808.630645,-770.663764,1.04,-1579.294409,,,
9.38E-02,1.05E-03,-46885.333,-817.324149,-778.983935,1.05,-1596.308084,,,
9.48E-02,1.06E-03,-47385.0435,-826.017524,-787.304236,1.06,-1613.32176,,,
9.58E-02,1.07E-03,-47884.7539,-834.710772,-795.624663,1.07,-1630.335435,,,
9.68E-02,1.08E-03,-48384.4644,-843.403896,-803.945214,1.08,-1647.34911,,,
9.78E-02,1.09E-03,-48884.1748,-852.096899,-812.265887,1.09,-1664.362786,,,
9.88E-02,1.11E-03,-49383.8853,-860.789782,-820.586679,1.11,-1681.376461,,,
9.98E-02,1.12E-03,-49883.5957,-869.482548,-828.907588,1.12,-1698.390136,,,
0.100825,1.13E-03,-50383.3062,-878.1752,-837.228611,1.13,-1715.403811,,,
0.101825,1.14E-03,-50883.0166,-886.86774,-845.549747,1.14,-1732.417487,,,
0.102825,1.15E-03,-51382.7271,-895.560169,-853.870993,1.15,-1749.431162,,,
0.103825,1.16E-03,-51882.4375,-904.25249,-862.192347,1.16,-1766.444837,,,
0.104825,1.17E-03,-52382.148,-912.944705,-870.513807,1.17,-1783.458512,,,
0.105825,1.19E-03,-52881.8584,-921.636816,-878.835371,1.19,-1800.472187,,,
0.106825,1.20E-03,-53381.5689,-930.328825,-887.157038,1.20,-1817.485863,,,
0.107825,1.21E-03,-53881.2793,-939.020734,-895.478804,1.21,-1834.499538,,,
0.108825,1.22E-03,-54380.9898,-947.712545,-903.800669,1.22,-1851.513214,,,
0.109825,1.23E-03,-54880.7002,-956.404259,-912.12263,1.23,-1868.526889,,,
0.110825,1.24E-03,-55380.4107,-965.095878,-920.444686,1.24,-1885.540564,,,
0.111825,1.26E-03,-55880.1211,-973.787404,-928.766835,1.26,-1902.554239,,,
0.112825,1.27E-03,-56379.8316,-982.478839,-937.089076,1.27,-1919.567915,,,
0.113825,1.28E-03,-56879.542,-991.170184,-945.411407,1.28,-1936.581591,,,
0.114825,1.29E-03,-57379.2525,-999.86144,-953.733825,1.29,-1953.595265,,,
0.115825,1.30E-03,-57878.9629,-1008.55261,-962.056331,1.30,-1970.608941,,,
0.116825,1.31E-03,-58378.6734,-1017.24369,-970.378922,1.31,-1987.622612,,,
0.117825,1.33E-03,-58878.3838,-1025.9347,-978.701596,1.33,-2004.636296,,,
0.118825,1.34E-03,-59378.0943,-1034.62561,-987.024353,1.34,-2021.649963,,,
0.119825,1.35E-03,-59877.8047,-1043.31645,-995.347191,1.35,-2038.663641,,,
0.120825,1.36E-03,-60377.5152,-1052.00721,-1003.67011,1.36,-2055.67732,,,
0.121825,1.37E-03,-60877.2256,-1060.69789,-1011.9931,1.37,-2072.69099,,,
0.122825,1.38E-03,-61376.9361,-1069.38849,-1020.31618,1.38,-2089.70467,,,
0.123825,1.40E-03,-61876.6465,-1078.07902,-1028.63933,1.40,-2106.71835,,,
0.124825,1.41E-03,-62376.357,-1086.76947,-1036.96255,1.41,-2123.73202,,,
0.125825,1.42E-03,-62876.0674,-1095.45985,-1045.28584,1.42,-2140.74569,,,
0.126825,1.43E-03,-63375.7779,-1104.15016,-1053.60921,1.43,-2157.75937,,,
0.127825,1.44E-03,-63875.4883,-1112.84039,-1061.93265,1.44,-2174.77304,,,
0.128825,1.46E-03,-64375.1988,-1121.53056,-1070.25616,1.46,-2191.78672,,,
0.129825,1.47E-03,-64874.9092,-1130.22065,-1078.57974,1.47,-2208.80039,,,
0.130825,1.48E-03,-65374.6197,-1138.91068,-1086.90339,1.48,-2225.81407,,,
0.131825,1.49E-03,-65874.3301,-1147.60065,-1095.2271,1.49,-2242.82775,,,
0.132825,1.50E-03,-66374.0406,-1156.29054,-1103.55088,1.50,-2259.84142,,,
0.133825,1.51E-03,-66873.751,-1164.98037,-1111.87472,1.51,-2276.85509,,,
0.134825,1.53E-03,-67373.4615,-1173.67014,-1120.19863,1.53,-2293.86877,,,
0.135825,1.54E-03,-67873.1719,-1182.35985,-1128.5226,1.54,-2310.88245,,,
0.136825,1.55E-03,-68372.8824,-1191.04949,-1136.84663,1.55,-2327.89612,,,
0.137825,1.56E-03,-68872.5929,-1199.73907,-1145.17072,1.56,-2344.90979,,,
0.138825,1.57E-03,-69372.3033,-1208.4286,-1153.49488,1.57,-2361.92348,,,
0.139825,1.58E-03,-69872.0138,-1217.11806,-1161.81909,1.58,-2378.93715,,,
0.140825,1.60E-03,-70371.7242,-1225.80746,-1170.14336,1.60,-2395.95082,,,
0.141825,1.61E-03,-70871.4347,-1234.49681,-1178.46769,1.61,-2412.9645,,,
0.142825,1.62E-03,-71371.1451,-1243.1861,-1186.79207,1.62,-2429.97817,,,
0.143825,1.63E-03,-71870.8556,-1251.87533,-1195.11651,1.63,-2446.99184,,,
0.144825,1.64E-03,-72370.566,-1260.56451,-1203.44101,1.64,-2464.00552,,,
0.145825,1.65E-03,-72870.2765,-1269.25364,-1211.76556,1.65,-2481.0192,,,
0.146825,1.67E-03,-73369.9869,-1277.94271,-1220.09017,1.67,-2498.03288,,,
0.147825,1.68E-03,-73869.6974,-1286.63173,-1228.41482,1.68,-2515.04655,,,
0.148825,1.69E-03,-74369.4078,-1295.32069,-1236.73953,1.69,-2532.06022,,,
0.149825,1.70E-03,-74869.1183,-1304.00961,-1245.06429,1.70,-2549.0739,,,
0.150825,1.71E-03,-75368.8287,-1312.69847,-1253.38911,1.71,-2566.08758,,,
0.151825,1.73E-03,-75868.5392,-1321.38728,-1261.71397,1.73,-2583.10125,,,
0.152825,1.74E-03,-76368.2496,-1330.07605,-1270.03888,1.74,-2600.11493,,,
0.153825,1.75E-03,-76867.9601,-1338.76476,-1278.36384,1.75,-2617.1286,,,
0.154825,1.76E-03,-77367.6705,-1347.45343,-1286.68885,1.76,-2634.14228,,,
0.155825,1.77E-03,-77867.381,-1356.14205,-1295.0139,1.77,-2651.15595,,,
0.156825,1.78E-03,-78367.0914,-1364.83062,-1303.33901,1.78,-2668.16963,,,
0.157825,1.80E-03,-78866.8019,-1373.51914,-1311.66416,1.80,-2685.1833,,,
0.158825,1.81E-03,-79366.5123,-1382.20762,-1319.98935,1.81,-2702.19697,,,
0.159825,1.82E-03,-79866.2228,-1390.89606,-1328.3146,1.82,-2719.21066,,,
0.160825,1.83E-03,-80365.9332,-1399.58445,-1336.63988,1.83,-2736.22433,,,
0.161825,1.84E-03,-80865.6437,-1408.27279,-1344.96521,1.84,-2753.238,,,
0.162825,1.85E-03,-81365.3541,-1416.96109,-1353.29059,1.85,-2770.25168,,,
0.163825,1.87E-03,-81865.0646,-1425.64935,-1361.616,1.87,-2787.26535,,,
0.164825,1.88E-03,-82364.775,-1434.33757,-1369.94146,1.88,-2804.27903,,,
0.165825,1.89E-03,-82864.4855,-1443.02574,-1378.26696,1.89,-2821.2927,,,
0.166825,1.90E-03,-83364.1959,-1451.71387,-1386.59251,1.90,-2838.30638,,,
0.167825,1.91E-03,-83863.9064,-1460.40196,-1394.91809,1.91,-2855.32005,,,
0.168825,1.93E-03,-84363.6168,-1469.09001,-1403.24372,1.93,-2872.33373,,,
0.169825,1.94E-03,-84863.3273,-1477.77802,-1411.56938,1.94,-2889.3474,,,
0.170825,1.95E-03,-85363.0377,-1486.46599,-1419.89509,1.95,-2906.36108,,,
0.171825,1.96E-03,-85862.7482,-1495.15392,-1428.22083,1.96,-2923.37475,,,
0.172825,1.97E-03,-86362.4586,-1503.84181,-1436.54662,1.97,-2940.38843,,,
0.173825,1.98E-03,-86862.1691,-1512.52967,-1444.87244,1.98,-2957.40211,,,
0.174825,2.00E-03,-87361.8795,-1521.21748,-1453.1983,2.00,-2974.41578,,,
0.175825,2.01E-03,-87861.59,-1529.90526,-1461.5242,2.01,-2991.42946,,,
0.176825,2.02E-03,-88361.3004,-1538.593,-1469.85013,2.02,-3008.44313,,,
0.177825,2.03E-03,-88861.0109,-1547.28071,-1478.1761,2.03,-3025.45681,,,
0.178825,2.04E-03,-89360.7213,-1555.96837,-1486.50211,2.04,-3042.47048,,,
0.179825,2.06E-03,-89860.4318,-1564.656,-1494.82815,2.06,-3059.48415,,,
0.180825,2.07E-03,-90360.1422,-1573.3436,-1503.15423,2.07,-3076.49783,,,
0.181825,2.08E-03,-90859.8527,-1582.03116,-1511.48035,2.08,-3093.51151,,,
0.182825,2.09E-03,-91359.5631,-1590.71869,-1519.8065,2.09,-3110.52519,,,
0.183825,2.10E-03,-91859.2736,-1599.40618,-1528.13268,2.10,-3127.53886,,,
0.184825,2.11E-03,-92358.984,-1608.09364,-1536.4589,2.11,-3144.55254,,,
0.185825,2.13E-03,-92858.6945,-1616.78106,-1544.78515,2.13,-3161.56621,,,
0.186825,2.14E-03,-93358.4049,-1625.46845,-1553.11144,2.14,-3178.57989,,,
0.187825,2.15E-03,-93858.1154,-1634.15581,-1561.43775,2.15,-3195.59356,,,
0.188825,2.16E-03,-94357.8258,-1642.84313,-1569.76411,2.16,-3212.60724,,,
0.189825,2.17E-03,-94857.5363,-1651.53042,-1578.09049,2.17,-3229.62091,,,
0.190825,2.19E-03,-95357.2467,-1660.21768,-1586.4169,2.19,-3246.63458,,,
0.191825,2.20E-03,-95856.9572,-1668.90491,-1594.74335,2.20,-3263.64826,,,
0.192825,2.21E-03,-96356.6676,-1677.59211,-1603.06983,2.21,-3280.66194,,,
0.193825,2.22E-03,-96856.3781,-1686.27927,-1611.39634,2.22,-3297.67561,,,
0.194825,2.23E-03,-97356.0885,-1694.96641,-1619.72288,2.23,-3314.68929,,,
0.195825,2.25E-03,-97855.799,-1703.65351,-1628.04945,2.25,-3331.70296,,,
0.196825,2.26E-03,-98355.5094,-1712.34058,-1636.37605,2.26,-3348.71663,,,
0.197825,2.27E-03,-98855.2199,-1721.02763,-1644.70269,2.27,-3365.73032,,,
0.198825,2.28E-03,-99354.9303,-1729.71464,-1653.02935,2.28,-3382.74399,,,
0.199825,2.29E-03,-99854.6408,-1738.40163,-1661.35604,2.29,-3399.75767,,,
0.200825,2.30E-03,-100354.351,-1747.08858,-1669.68276,2.30,-3416.77134,,,
0.201825,2.32E-03,-100854.062,-1755.77551,-1678.00951,2.32,-3433.78502,,,
0.202825,2.33E-03,-101353.772,-1764.46241,-1686.33628,2.33,-3450.79869,,,
0.203825,2.34E-03,-101853.483,-1773.14928,-1694.66309,2.34,-3467.81237,,,
0.204825,2.35E-03,-102353.193,-1781.83612,-1702.98992,2.35,-3484.82604,,,
0.205825,2.36E-03,-102852.903,-1790.52293,-1711.31679,2.36,-3501.83972,,,
0.206825,2.38E-03,-103352.614,-1799.20972,-1719.64367,2.38,-3518.85339,,,
0.207825,2.39E-03,-103852.324,-1807.89648,-1727.97059,2.39,-3535.86707,,,
0.208825,2.40E-03,-104352.035,-1816.58321,-1736.29754,2.40,-3552.88075,,,
0.209825,2.41E-03,-104851.745,-1825.26991,-1744.62451,2.41,-3569.89442,,,
0.210825,2.42E-03,-105351.456,-1833.95659,-1752.9515,2.42,-3586.90809,,,
0.211825,2.43E-03,-105851.166,-1842.64324,-1761.27853,2.43,-3603.92177,,,
0.212825,2.45E-03,-106350.877,-1851.32987,-1769.60558,2.45,-3620.93545,,,
0.213825,2.46E-03,-106850.587,-1860.01647,-1777.93265,2.46,-3637.94912,,,
0.214825,2.47E-03,-107350.298,-1868.70304,-1786.25975,2.47,-3654.96279,,,
0.215825,2.48E-03,-107850.008,-1877.38959,-1794.58688,2.48,-3671.97647,,,
0.216825,2.49E-03,-108349.718,-1886.07611,-1802.91403,2.49,-3688.99014,,,
0.217825,2.51E-03,-108849.429,-1894.76261,-1811.24121,2.51,-3706.00382,,,
0.218825,2.52E-03,-109349.139,-1903.44908,-1819.56841,2.52,-3723.01749,,,
0.219825,2.53E-03,-109848.85,-1912.13553,-1827.89564,2.53,-3740.03117,,,
0.220825,2.54E-03,-110348.56,-1920.82196,-1836.22289,2.54,-3757.04485,,,
0.221825,2.55E-03,-110848.271,-1929.50836,-1844.55017,2.55,-3774.05853,,,
0.222825,2.57E-03,-111347.981,-1938.19473,-1852.87746,2.57,-3791.07219,,,
0.223825,2.58E-03,-111847.692,-1946.88108,-1861.20479,2.58,-3808.08587,,,
0.224825,2.59E-03,-112347.402,-1955.56741,-1869.53214,2.59,-3825.09955,,,
0.225825,2.60E-03,-112847.113,-1964.25372,-1877.85951,2.60,-3842.11323,,,
0.226825,2.61E-03,-113346.823,-1972.94,-1886.1869,2.61,-3859.1269,,,
0.227825,2.62E-03,-113846.533,-1981.62626,-1894.51432,2.62,-3876.14058,,,
0.228825,2.64E-03,-114346.244,-1990.31249,-1902.84176,2.64,-3893.15425,,,
0.229825,2.65E-03,-114845.954,-1998.9987,-1911.16922,2.65,-3910.16792,,,
0.230825,2.66E-03,-115345.665,-2007.68489,-1919.49671,2.66,-3927.1816,,,
0.231825,2.67E-03,-115845.375,-2016.37106,-1927.82421,2.67,-3944.19527,,,
0.232825,2.68E-03,-116345.086,-2025.05721,-1936.15174,2.68,-3961.20895,,,
0.233825,2.70E-03,-116844.796,-2033.74333,-1944.47929,2.70,-3978.22262,,,
0.234825,2.71E-03,-117344.507,-2042.42943,-1952.80687,2.71,-3995.2363,,,
0.235825,2.72E-03,-117844.217,-2051.11551,-1961.13446,2.72,-4012.24997,,,
0.236825,2.73E-03,-118343.927,-2059.80157,-1969.46208,2.73,-4029.26365,,,
0.237825,2.74E-03,-118843.638,-2068.48761,-1977.78972,2.74,-4046.27733,,,
0.238825,2.76E-03,-119343.348,-2077.17362,-1986.11738,2.76,-4063.291,,,
0.239825,2.77E-03,-119843.059,-2085.85962,-1994.44506,2.77,-4080.30468,,,
0.240825,2.78E-03,-120342.769,-2094.54559,-2002.77276,2.78,-4097.31835,,,
0.241825,2.79E-03,-120842.48,-2103.23154,-2011.10049,2.79,-4114.33203,,,
0.242825,2.80E-03,-121342.19,-2111.91747,-2019.42823,2.80,-4131.3457,,,
0.243825,2.82E-03,-121841.901,-2120.60338,-2027.75599,2.82,-4148.35937,,,
0.244825,2.83E-03,-122341.611,-2129.28928,-2036.08378,2.83,-4165.37306,,,
0.245825,2.84E-03,-122841.322,-2137.97515,-2044.41158,2.84,-4182.38673,,,
0.246825,2.85E-03,-123341.032,-2146.661,-2052.73941,2.85,-4199.40041,,,
0.247825,2.86E-03,-123840.742,-2155.34683,-2061.06725,2.86,-4216.41408,,,
0.248825,2.87E-03,-124340.453,-2164.03264,-2069.39511,2.87,-4233.42775,,,
